node_id,bench_id,impl_id,func_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runs,runtime,runtime_avg,efficiency
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,1060,1060,1060,1191016000,128,10,4.46729,0.44672900000000004,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,1040,1040,1040,1124864000,128,10,4.33948,0.433948,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,1020,1020,1020,1061208000,128,10,3.82597,0.38259699999999996,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,1000,1000,1000,1000000000,128,10,3.79954,0.379954,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,980,980,980,941192000,128,10,3.76922,0.376922,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,960,960,960,884736000,128,10,3.77398,0.377398,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,940,940,940,830584000,128,10,3.13499,0.313499,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,920,920,920,778688000,128,10,2.97907,0.29790700000000003,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,900,900,900,729000000,128,10,2.66706,0.266706,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,880,880,880,681472000,128,10,2.54806,0.254806,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,860,860,860,636056000,128,10,2.52804,0.252804,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,840,840,840,592704000,128,10,2.52905,0.252905,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,820,820,820,551368000,128,10,2.19801,0.219801,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,800,800,800,512000000,128,10,1.95703,0.19570300000000002,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,780,780,780,474552000,128,10,1.83706,0.18370599999999998,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,760,760,760,438976000,128,10,1.61753,0.16175299999999998,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,740,740,740,405224000,128,10,1.59426,0.159426,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,720,720,720,373248000,128,10,1.58903,0.158903,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,700,700,700,343000000,128,10,1.51208,0.151208,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,680,680,680,314432000,128,10,1.21314,0.121314,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,660,660,660,287496000,128,10,1.14007,0.114007,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,640,640,640,262144000,128,10,0.950118,0.09501180000000001,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,620,620,620,238328000,128,10,0.922242,0.0922242,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,600,600,600,216000000,128,10,0.921042,0.0921042,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,580,580,580,195112000,128,10,0.924048,0.0924048,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,560,560,560,175616000,128,10,0.724018,0.0724018,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,540,540,540,157464000,128,10,0.639994,0.0639994,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,520,520,520,140608000,128,10,0.540847,0.0540847,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,500,500,500,125000000,128,10,0.486002,0.048600199999999996,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,480,480,480,110592000,128,10,0.470989,0.0470989,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,460,460,460,97336000,128,10,0.474001,0.0474001,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,440,440,440,85184000,128,10,0.406997,0.0406997,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,420,420,420,74088000,128,10,0.302004,0.0302004,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,400,400,400,64000000,128,10,0.273003,0.0273003,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,380,380,380,54872000,128,10,0.206998,0.020699799999999997,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,360,360,360,46656000,128,10,0.201002,0.0201002,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,340,340,340,39304000,128,10,0.198005,0.0198005,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,320,320,320,32768000,128,10,0.201991,0.0201991,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,300,300,300,27000000,128,10,0.139063,0.0139063,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,280,280,280,21952000,128,10,0.108177,0.0108177,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,260,260,260,17576000,128,10,0.0761177,0.0076117699999999995,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,240,240,240,13824000,128,10,0.0554109,0.00554109,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,220,220,220,10648000,128,10,0.051995,0.0051995,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,200,200,200,8000000,128,10,0.0429976,0.00429976,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,180,180,180,5832000,128,10,0.0169988,0.0016998800000000002,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,160,160,160,4096000,128,10,0.00988901,0.000988901,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,140,140,140,2744000,128,10,0.00612955,0.000612955,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,120,120,120,1728000,128,10,0.00123286,0.00012328599999999998,1.0
gauss3,e_efficiency_by_cells,nonlinear_precalc,precalc,apply,100,100,100,1000000,128,10,0.00110139,0.00011013900000000001,1.0

gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,100,100,100,1000000,128,10,0.00573101,0.000573101,0.19056850363199507
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,100,100,100,1000000,128,10,0.0177036,0.00177036,1.0102182606927406
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,120,120,120,1728000,128,10,0.00192941,0.000192941,0.709372295157587
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,120,120,120,1728000,128,10,0.0133597,0.0013359700000000001,1.5518911352799838
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,140,140,140,2744000,128,10,0.00386592,0.000386592,0.5649832381425378
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,140,140,140,2744000,128,10,0.0163551,0.0016355100000000002,1.4563347212796007
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,160,160,160,4096000,128,10,0.00634415,0.0006344149999999999,1.5850665573796332
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,160,160,160,4096000,128,10,0.0191188,0.00191188,1.9813482017699857
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,180,180,180,5832000,128,10,0.00931407,0.0009314070000000001,1.6591350505203417
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,180,180,180,5832000,128,10,0.0229881,0.00229881,2.0263527651263042
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,200,200,200,8000000,128,10,0.0106853,0.00106853,3.6498554088326953
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,200,200,200,8000000,128,10,0.0236111,0.00236111,2.991156701720801
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,220,220,220,10648000,128,10,0.0165945,0.0016594500000000002,3.16679020157281
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,220,220,220,10648000,128,10,0.030514,0.0030514,2.9191322016123746
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,240,240,240,13824000,128,10,0.0266973,0.00266973,1.9924074719166358
