node_id,bench_id,impl_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runtime
gauss3,e_runtime_by_cells,linear_stencil,apply,1100,1100,1100,1331000000,1,16.226
gauss3,e_runtime_by_cells,linear_stencil,routine,1100,1100,1100,1331000000,1,20.5025
gauss3,e_runtime_by_cells,linear_stencil,apply,1120,1120,1120,1404928000,1,17.1468
gauss3,e_runtime_by_cells,linear_stencil,routine,1120,1120,1120,1404928000,1,21.6119
gauss3,e_runtime_by_cells,linear_stencil,apply,1140,1140,1140,1481544000,1,18.0897
gauss3,e_runtime_by_cells,linear_stencil,routine,1140,1140,1140,1481544000,1,22.9826
gauss3,e_runtime_by_cells,linear_stencil,apply,1160,1160,1160,1560896000,1,19.0564
gauss3,e_runtime_by_cells,linear_stencil,routine,1160,1160,1160,1560896000,1,24.1274
gauss3,e_runtime_by_cells,linear_stencil,apply,1180,1180,1180,1643032000,1,20.0656
gauss3,e_runtime_by_cells,linear_stencil,routine,1180,1180,1180,1643032000,1,25.4433
gauss3,e_runtime_by_cells,linear_stencil,apply,1200,1200,1200,1728000000,1,21.1159
gauss3,e_runtime_by_cells,linear_stencil,routine,1200,1200,1200,1728000000,1,26.3543
gauss3,e_runtime_by_cells,linear_stencil,apply,1220,1220,1220,1815848000,1,22.1536
gauss3,e_runtime_by_cells,linear_stencil,routine,1220,1220,1220,1815848000,1,28.0454
gauss3,e_runtime_by_cells,linear_stencil,apply,1240,1240,1240,1906624000,1,23.2463
gauss3,e_runtime_by_cells,linear_stencil,routine,1240,1240,1240,1906624000,1,29.3241
gauss3,e_runtime_by_cells,linear_stencil,apply,1260,1260,1260,2000376000,1,24.3834
gauss3,e_runtime_by_cells,linear_stencil,routine,1260,1260,1260,2000376000,1,30.7495
gauss3,e_runtime_by_cells,linear_stencil,apply,1280,1280,1280,2097152000,1,25.6291
gauss3,e_runtime_by_cells,linear_stencil,routine,1280,1280,1280,2097152000,1,32.6255
gauss3,e_runtime_by_cells,linear_stencil,apply,1300,1300,1300,2197000000,1,26.7406
gauss3,e_runtime_by_cells,linear_stencil,routine,1300,1300,1300,2197000000,1,33.7025
gauss3,e_runtime_by_cells,linear_stencil,apply,1320,1320,1320,2299968000,1,28.0637
gauss3,e_runtime_by_cells,linear_stencil,routine,1320,1320,1320,2299968000,1,35.7241
gauss3,e_runtime_by_cells,linear_stencil,apply,1340,1340,1340,2406104000,1,29.3958
gauss3,e_runtime_by_cells,linear_stencil,routine,1340,1340,1340,2406104000,1,37.4783
gauss3,e_runtime_by_cells,linear_stencil,apply,1360,1360,1360,2515456000,1,30.7338
gauss3,e_runtime_by_cells,linear_stencil,routine,1360,1360,1360,2515456000,1,38.7072
gauss3,e_runtime_by_cells,linear_stencil,apply,1380,1380,1380,2628072000,1,32.1192
gauss3,e_runtime_by_cells,linear_stencil,routine,1380,1380,1380,2628072000,1,40.7258
