time_id,impl_id,n_cells,factor,n_tiling_levels_rows,n_tiling_cols,runtime
time_apply,linear_stencil_tiling,4362471432,1,256,16,33.98201819881797
time_apply,linear_stencil_tiling,4362471432,1,256,32,23.97304166760296
time_apply,linear_stencil_tiling,4362471432,1,256,64,25.70897760335356
time_apply,linear_stencil_tiling,4362471432,1,256,128,23.10768721159548
time_apply,linear_stencil_tiling,4362471432,1,256,256,18.74952061846852
time_apply,linear_stencil_tiling,4362471432,1,256,512,15.53125842753798
time_apply,linear_stencil_tiling,4362471432,1,256,1024,13.4609062531963
time_apply,linear_stencil_tiling,4362471432,1,256,2048,12.62330986186862
time_apply,linear_stencil_tiling,4362471432,1,256,4096,12.22886653151363
time_apply,linear_stencil_tiling,4362471432,1,256,8192,12.00614616181701
time_apply,linear_stencil_tiling,4362471432,1,256,16384,12.26822179555893
time_apply,linear_stencil_tiling,4362471432,1,256,32768,12.2849020594731
time_apply,linear_stencil_tiling,4362471432,1,256,65536,12.25428017415106
