node_id,bench_id,impl_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,l2d_load_bandwidth,l2d_load_data_volume,l2_bandwidth,l2_data_volume,l3_access_bandwidth,l3_access_data_volumen,l3_access_rate,l3_miss_rate,l3_miss_ratio,memory_bandwidth,memory_data_volume
gauss3,e_memory,one_coeff,apply,780,780,780,474552000,128,263072.1329,23.0496,263072.1329,23.0496,189475.9465,16.6399,740.9440,679.7635,1467.8731,219715.3791,19.2883
gauss3,e_memory,one_coeff,overall,780,780,780,474552000,128,265206.3347,444.0762,265206.3347,444.0762,144133.8365,215.1441,310.1999,140.4139,744.4938,85873.8886,124.8744
gauss3,e_memory,one_coeff,apply,800,800,800,512000000,128,252897.2491,25.7034,252897.2491,25.7034,164482.7398,17.9380,558.8861,522.7032,1495.2637,186443.3999,19.7740
gauss3,e_memory,one_coeff,overall,800,800,800,512000000,128,249715.4397,471.4642,249715.4397,471.4642,136641.0006,210.6117,402.6686,187.6311,745.6071,82483.6644,144.2613
gauss3,e_memory,one_coeff,apply,820,820,820,551368000,128,252678.3578,29.1636,252678.3578,29.1636,166443.5150,18.7290,627.3579,595.9462,1516.7468,196259.3553,22.6719
gauss3,e_memory,one_coeff,overall,820,820,820,551368000,128,296654.7061,388.2681,296654.7061,388.2681,135192.9777,264.1024,320.1359,132.4956,713.4028,88696.8861,127.9774
gauss3,e_memory,one_coeff,apply,840,840,840,592704000,128,258088.5885,31.2534,258088.5885,31.2534,169625.7062,20.5355,608.7198,573.8635,1507.1868,202201.6379,24.3834
gauss3,e_memory,one_coeff,overall,840,840,840,592704000,128,237438.3528,397.1781,237438.3528,397.1781,119563.4506,214.0730,320.8560,154.0551,761.5244,85702.0470,142.4394
gauss3,e_memory,one_coeff,apply,860,860,860,636056000,128,249885.6223,32.8622,249885.6223,32.8622,171088.6616,22.1521,600.7854,564.2173,1498.0059,200644.4725,25.7595
gauss3,e_memory,one_coeff,overall,860,860,860,636056000,128,298724.5912,513.8145,298724.5912,513.8145,125594.4329,249.2090,295.1787,141.9232,768.2827,92375.6523,150.8816
gauss3,e_memory,one_coeff,apply,880,880,880,681472000,128,258034.2265,33.6002,258034.2265,33.6002,181786.1492,23.6556,695.0868,648.7631,1492.6873,213491.5845,27.7393
gauss3,e_memory,one_coeff,overall,880,880,880,681472000,128,275691.1181,473.7281,275691.1181,473.7281,140914.6658,178.8167,465.8714,245.6257,819.6502,89691.4569,135.7767
gauss3,e_memory,one_coeff,apply,900,900,900,729000000,128,284056.6131,36.6383,284056.6131,36.6383,184314.3264,23.9184,710.3962,692.9105,1560.6295,212938.3726,27.5558
gauss3,e_memory,one_coeff,overall,900,900,900,729000000,128,282942.5191,442.0554,282942.5191,442.0554,136925.2153,200.9971,249.6928,128.6247,831.3673,93676.9710,149.9222
gauss3,e_memory,one_coeff,apply,920,920,920,778688000,128,268431.5268,38.4006,268431.5268,38.4006,184964.2750,27.5516,679.8823,624.7364,1468.1331,213235.3024,31.7576
gauss3,e_memory,one_coeff,overall,920,920,920,778688000,128,284010.0074,476.6951,284010.0074,476.6951,138742.9111,248.5880,234.6007,116.3894,802.4379,86888.9460,167.4720
gauss3,e_memory,one_coeff,apply,940,940,940,830584000,128,252190.1974,42.5072,252190.1974,42.5072,178645.5819,30.5505,575.8000,526.7162,1451.1098,202464.4676,34.4953
gauss3,e_memory,one_coeff,overall,940,940,940,830584000,128,292644.0879,403.5091,292644.0879,403.5091,140201.3310,268.8408,460.5040,234.1337,792.1701,92399.7970,171.4708
gauss3,e_memory,one_coeff,apply,960,960,960,884736000,128,265502.5168,47.0765,265502.5168,47.0765,163231.0645,28.0182,570.8979,547.4565,1530.7503,204073.0196,36.2860
gauss3,e_memory,one_coeff,overall,960,960,960,884736000,128,277883.9779,403.8061,277883.9779,403.8061,130084.4642,260.4188,365.2712,179.5584,800.8968,93278.5556,188.8633
gauss3,e_memory,one_coeff,apply,980,980,980,941192000,128,260917.4341,48.4250,260917.4341,48.4250,175750.9882,32.7802,641.2908,602.3683,1501.5526,206866.0836,36.8712
gauss3,e_memory,one_coeff,overall,980,980,980,941192000,128,280092.9732,452.1701,280092.9732,452.1701,117215.7553,213.1444,220.4448,119.4448,870.0786,94280.9239,168.6730
gauss3,e_memory,one_coeff,apply,1000,1000,1000,1000000000,128,256766.1734,50.2895,256766.1734,50.2895,179529.1574,35.0973,691.5162,639.4749,1476.6767,208272.3800,40.4647
gauss3,e_memory,one_coeff,overall,1000,1000,1000,1000000000,128,261591.0065,501.6083,261591.0065,501.6083,144074.0050,248.4791,312.6593,160.1240,826.0991,99795.9524,184.4338
gauss3,e_memory,one_coeff,apply,1020,1020,1020,1061208000,128,373741.5600,69.8080,373741.5600,69.8080,195465.0324,36.5973,750.4002,693.4160,1478.5290,225847.4981,41.0078
gauss3,e_memory,one_coeff,overall,1020,1020,1020,1061208000,128,290167.6366,553.5435,290167.6366,553.5435,140782.8432,291.9996,623.2368,317.8241,808.7788,96766.2560,191.4533
gauss3,e_memory,one_coeff,apply,1040,1040,1040,1124864000,128,265306.5844,54.8748,265306.5844,54.8748,192327.0916,39.7444,729.5117,666.3292,1461.0746,220226.8867,45.4727
gauss3,e_memory,one_coeff,overall,1040,1040,1040,1124864000,128,246423.9205,526.0908,246423.9205,526.0908,139956.6682,279.5070,283.3770,154.1831,855.0654,113886.5425,187.6368
gauss3,e_memory,one_coeff,apply,1060,1060,1060,1191016000,128,259141.6783,60.9262,259141.6783,60.9262,180382.9414,43.5450,625.4234,567.8844,1445.7446,203273.0388,48.8487
gauss3,e_memory,one_coeff,overall,1060,1060,1060,1191016000,128,278708.6896,476.5424,278708.6896,476.5424,132104.7246,257.9611,350.1562,190.5186,862.2420,103070.2848,210.0078
gauss3,e_memory,one_coeff,apply,1080,1080,1080,1259712000,128,268142.9148,67.2870,268142.9148,67.2870,179405.2271,44.9178,638.6207,592.6170,1477.7155,205668.0413,51.2200
gauss3,e_memory,one_coeff,overall,1080,1080,1080,1259712000,128,281459.6210,506.7175,281459.6210,506.7175,141350.6692,265.4632,327.1326,182.6343,886.2475,114973.3229,199.2422
gauss3,e_memory,one_coeff,apply,1100,1100,1100,1331000000,128,262735.7219,68.2744,262735.7219,68.2744,180585.2128,47.0454,679.2988,628.3630,1477.6311,208132.7557,50.5265
gauss3,e_memory,one_coeff,overall,1100,1100,1100,1331000000,128,238872.3401,506.0674,238872.3401,506.0674,147024.4651,278.9375,356.6587,192.6266,866.3081,110717.2247,227.9983
gauss3,e_memory,one_coeff,apply,1120,1120,1120,1404928000,128,281618.2077,77.5943,281618.2077,77.5943,175237.6305,49.4659,565.0875,532.6867,1501.7575,205310.1407,57.5012
gauss3,e_memory,one_coeff,overall,1120,1120,1120,1404928000,128,282115.7240,480.4239,282115.7240,480.4239,140005.2716,313.3724,531.2092,288.2861,867.7321,111366.1630,236.3317
gauss3,e_memory,one_coeff,apply,1140,1140,1140,1481544000,128,268959.3790,73.2222,268959.3790,73.2222,188538.1348,51.1888,729.4991,679.5212,1489.8509,220297.6417,60.0487
gauss3,e_memory,one_coeff,overall,1140,1140,1140,1481544000,128,270408.5537,536.7507,270408.5537,536.7507,145094.9026,298.2547,323.9007,179.9428,873.3210,109462.0329,246.9373
gauss3,e_memory,one_coeff,apply,1160,1160,1160,1560896000,128,271310.0565,76.5152,271310.0565,76.5152,189194.9599,53.3848,736.4362,692.7613,1505.0918,223385.9012,63.0956
gauss3,e_memory,one_coeff,overall,1160,1160,1160,1560896000,128,271490.2073,518.4117,271490.2073,518.4117,144243.7528,328.8365,396.2551,215.1570,858.9955,123467.8630,218.0903
gauss3,e_memory,one_coeff,apply,1180,1180,1180,1643032000,128,263524.7558,83.3174,263524.7558,83.3174,188272.1677,60.0151,614.5074,553.1503,1435.5584,210541.2515,66.6683
gauss3,e_memory,one_coeff,overall,1180,1180,1180,1643032000,128,265080.1983,597.4213,265080.1983,597.4213,143490.9657,304.8195,289.4510,164.7583,920.0289,120700.9000,245.3107
gauss3,e_memory,one_coeff,apply,1200,1200,1200,1728000000,128,263996.5051,88.7762,263996.5051,88.7762,181718.4620,61.6882,609.3657,561.7408,1468.9789,208574.7096,70.9866
gauss3,e_memory,one_coeff,overall,1200,1200,1200,1728000000,128,264536.8459,510.7637,264536.8459,510.7637,148484.9825,309.2040,217.9397,124.9122,926.6709,130362.7540,234.2466
gauss3,e_memory,one_coeff,apply,1220,1220,1220,1815848000,128,264544.4277,93.1892,264544.4277,93.1892,183240.9905,62.4790,605.1228,559.5638,1474.3917,209757.4006,73.9962
gauss3,e_memory,one_coeff,overall,1220,1220,1220,1815848000,128,268175.6740,473.1320,268175.6740,473.1320,147703.0647,281.7306,294.6175,176.6178,961.3322,120467.0393,262.6335
gauss3,e_memory,one_coeff,apply,1240,1240,1240,1906624000,128,266083.1393,97.0494,266083.1393,97.0494,187959.8825,68.7348,673.2878,612.7895,1452.9534,212369.8842,77.7189
gauss3,e_memory,one_coeff,overall,1240,1240,1240,1906624000,128,270209.4143,664.2574,270209.4143,664.2574,138645.1277,329.4107,256.6285,150.3178,942.2763,118055.5136,270.8518
gauss3,e_memory,one_coeff,apply,1260,1260,1260,2000376000,128,268364.8282,101.0901,268364.8282,101.0901,186726.5905,70.4953,628.7610,582.0615,1478.5419,215015.3658,80.8432
gauss3,e_memory,one_coeff,overall,1260,1260,1260,2000376000,128,266477.1178,657.8751,266477.1178,657.8751,143550.2314,370.5991,327.3312,188.0193,926.7475,121421.1426,308.1562
gauss3,e_memory,one_coeff,apply,1280,1280,1280,2097152000,128,290105.6080,108.1278,290105.6080,108.1278,197044.1773,72.7202,775.2866,718.2089,1482.2092,224245.2427,84.7926
gauss3,e_memory,one_coeff,overall,1280,1280,1280,2097152000,128,261869.3018,499.3440,261869.3018,499.3440,146091.3267,369.0869,339.0850,196.5089,921.9865,130208.8207,281.4828
gauss3,e_memory,one_coeff,apply,1300,1300,1300,2197000000,128,268527.7800,108.4078,268527.7800,108.4078,185082.5493,74.5637,704.2544,667.6698,1516.6452,220414.0101,88.9714
gauss3,e_memory,one_coeff,overall,1300,1300,1300,2197000000,128,255406.8692,588.9893,255406.8692,588.9893,148896.0224,327.5572,284.5012,176.0335,977.7140,130168.0257,300.2129
gauss3,e_memory,one_coeff,apply,1320,1320,1320,2299968000,128,268785.8241,120.5722,268785.8241,120.5722,181976.5425,81.6345,649.3148,601.0931,1475.9847,210338.7929,94.5754
gauss3,e_memory,one_coeff,overall,1320,1320,1320,2299968000,128,257630.3679,675.8851,257630.3679,675.8851,146428.3493,356.5669,254.0836,151.7354,962.4653,128306.2919,309.1199
gauss3,e_memory,one_coeff,apply,1340,1340,1340,2406104000,128,271385.5089,126.3060,271385.5089,126.3060,180122.4864,83.7625,627.7511,588.6586,1496.9260,209908.4755,93.3586
gauss3,e_memory,one_coeff,overall,1340,1340,1340,2406104000,128,254152.6922,600.2030,254152.6922,600.2030,139323.7720,413.8592,451.3903,259.1769,925.9568,121207.9326,338.2002
gauss3,e_memory,one_coeff,apply,1360,1360,1360,2515456000,128,272930.2467,126.6273,272930.2467,126.6273,183586.4236,87.9038,675.4256,628.1794,1485.7649,213959.2000,102.3040
gauss3,e_memory,one_coeff,overall,1360,1360,1360,2515456000,128,257234.0261,660.0392,257234.0261,660.0392,149669.5480,402.8519,394.7186,233.2327,944.0765,134453.1088,329.8668
gauss3,e_memory,one_coeff,apply,1380,1380,1380,2628072000,128,269307.5011,135.7711,269307.5011,135.7711,187007.8419,94.6605,682.0321,621.5589,1455.3294,213953.6340,104.9097
gauss3,e_memory,one_coeff,overall,1380,1380,1380,2628072000,128,255217.5141,674.4486,255217.5141,674.4486,146074.4982,402.2931,325.7220,194.9137,960.2624,121894.9831,342.1073
gauss3,e_memory,one_coeff,apply,1400,1400,1400,2744000000,128,270640.1710,133.0714,270640.1710,133.0714,186606.4532,91.7251,707.8744,681.0611,1539.3366,224908.4755,110.2003
gauss3,e_memory,one_coeff,overall,1400,1400,1400,2744000000,128,239942.6799,640.6985,239942.6799,640.6985,147299.2858,369.4217,400.9097,264.7454,1046.3790,145576.9578,348.3536
gauss3,e_memory,one_coeff,apply,1420,1420,1420,2863288000,128,273985.5829,140.9651,273985.5829,140.9651,189438.8702,96.4875,734.7050,696.8489,1517.5226,223799.5021,115.5356
gauss3,e_memory,one_coeff,overall,1420,1420,1420,2863288000,128,252243.0294,725.4085,252243.0294,725.4085,150161.0973,418.2543,403.5765,250.6127,981.6970,146800.1974,345.4118
gauss3,e_memory,one_coeff,apply,1440,1440,1440,2985984000,128,274494.9817,159.0847,274494.9817,159.0847,183488.0583,106.7604,614.0404,568.6975,1475.4309,209692.3984,119.1090
gauss3,e_memory,one_coeff,overall,1440,1440,1440,2985984000,128,246266.1538,632.2288,246266.1538,632.2288,150403.8961,401.7245,317.2753,199.8000,1012.7657,139063.6086,375.0163
gauss3,e_memory,one_coeff,apply,1460,1460,1460,3112136000,128,271025.8310,162.0880,271025.8310,162.0880,183766.1591,109.8382,615.8500,569.8536,1477.2344,211029.6143,125.9816
