node_id,bench_id,impl_id,region_id,threads,obj_cols,obj_rows,obj_levels,tiling_cols,tiling_rows,tiling_levels,runtime
gauss3,cache,tiling,apply,16,2050,2050,2050,8,512,512,43.5632
gauss3,cache,tiling,routine,16,2050,2050,2050,8,512,512,46.4261
gauss3,cache,tiling,apply,16,2050,2050,2050,16,512,512,40.722
gauss3,cache,tiling,routine,16,2050,2050,2050,16,512,512,43.478
gauss3,cache,tiling,apply,16,2050,2050,2050,32,512,512,33.7004
gauss3,cache,tiling,routine,16,2050,2050,2050,32,512,512,36.5375
gauss3,cache,tiling,apply,16,2050,2050,2050,64,512,512,27.1638
gauss3,cache,tiling,routine,16,2050,2050,2050,64,512,512,30.0391
gauss3,cache,tiling,apply,16,2050,2050,2050,128,512,512,22.0334
gauss3,cache,tiling,routine,16,2050,2050,2050,128,512,512,25.0194
gauss3,cache,tiling,apply,16,2050,2050,2050,256,512,512,15.6566
gauss3,cache,tiling,routine,16,2050,2050,2050,256,512,512,18.5708
gauss3,cache,tiling,apply,16,2050,2050,2050,512,512,512,13.8857
gauss3,cache,tiling,routine,16,2050,2050,2050,512,512,512,16.87
gauss3,cache,tiling,apply,16,2050,2050,2050,1024,512,512,12.9959
gauss3,cache,tiling,routine,16,2050,2050,2050,1024,512,512,15.9437
gauss3,cache,tiling,apply,16,2050,2050,2050,2048,512,512,11.427
gauss3,cache,tiling,routine,16,2050,2050,2050,2048,512,512,14.3276
gauss3,cache,tiling,apply,16,2050,2050,2050,4,1024,1024,106.434
gauss3,cache,tiling,routine,16,2050,2050,2050,4,1024,1024,109.229
gauss3,cache,tiling,apply,16,2050,2050,2050,8,1024,1024,84.0936
gauss3,cache,tiling,routine,16,2050,2050,2050,8,1024,1024,86.9372
gauss3,cache,tiling,apply,16,2050,2050,2050,16,1024,1024,80.235
gauss3,cache,tiling,routine,16,2050,2050,2050,16,1024,1024,83.0628
gauss3,cache,tiling,apply,16,2050,2050,2050,32,1024,1024,67.1945
gauss3,cache,tiling,routine,16,2050,2050,2050,32,1024,1024,70.0322
gauss3,cache,tiling,apply,16,2050,2050,2050,64,1024,1024,58.1278
gauss3,cache,tiling,routine,16,2050,2050,2050,64,1024,1024,60.987
gauss3,cache,tiling,apply,16,2050,2050,2050,128,1024,1024,43.0266
gauss3,cache,tiling,routine,16,2050,2050,2050,128,1024,1024,45.899
gauss3,cache,tiling,apply,16,2050,2050,2050,256,1024,1024,32.956
