node_id,impl_id,region_id,obj_levels_rows,obj_cols,n_tiling_levels_rows,n_tiling_cols,actual_cpu_clock,max_cpu_clock,retired_instructions,cpu_clocks_unhalted,data_cache_accesses,data_cache_refills_all,runtime,runtime_unhalted,clock,cpi,data_cache_requests,data_cache_request_rate,data_cache_misses,data_cache_miss_rate,data_cache_miss_ratio
gauss3,linear_stencil_notiling,time_apply,2050,2050,2,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,2,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,4,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,8,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,16,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,32,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,64,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,128,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,256,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,512,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,4,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,8,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,16,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,32,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,64,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,128,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,256,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,512,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
gauss3,linear_stencil_notiling,time_apply,2050,2050,1024,1024,88357330000,72572320000,28035170000,55908130000,31482420000,2717067000,30.8817,37.5998,2861.0737,1.9942,31482420000,1.1230,2717067000,0.0969,0.0863
