node_id,bench_id,scale,impl_id,region_id,obj_cols,obj_rows,obj_levels,threads,runtime,efficiency
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,apply,374,374,374,6,0.045648,0.02749981744362659
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,overall,374,374,374,6,0.150965,0.029368507049095268
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,apply,350,350,350,5,0.0353751,0.04258289022504531
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,overall,350,350,350,5,0.122587,0.04340052370969189
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,apply,326,326,326,4,0.0296123,0.06358734377268906
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,overall,326,326,326,4,0.100219,0.06635892395653518
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,apply,298,298,298,3,0.0227194,0.11050570584317074
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,overall,298,298,298,3,0.0768691,0.11535497792134074
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,apply,258,258,258,2,0.0145429,0.2589535099601868
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil,overall,258,258,258,2,0.0510745,0.26042056212004033

gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,206,206,206,1,0.00749057,1.0
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,206,206,206,1,0.026141,1.0
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1030,1030,1030,128,1.93388,3.0260449523755352e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1030,1030,1030,128,2.21259,9.23020363013482e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1026,1026,1026,127,2.03093,2.9041309223721294e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1026,1026,1026,127,2.3249,8.85348383454305e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1026,1026,1026,126,2.05863,2.887792767712909e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1026,1026,1026,126,2.35513,8.809206029741627e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1022,1022,1022,125,2.21389,2.7067541747783312e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1022,1022,1022,125,2.50834,8.337306744699682e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1018,1018,1018,124,1.91471,3.154933257811635e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1018,1018,1018,124,2.18629,9.642568741065104e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1018,1018,1018,123,1.93985,3.139363512097889e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1018,1018,1018,123,2.21468,9.596350501406652e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1014,1014,1014,122,1.85805,3.3044382419255866e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1014,1014,1014,122,2.14569,9.986088009138258e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1010,1010,1010,121,1.91777,3.2279959114014006e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1010,1010,1010,121,2.19562,9.839649953728315e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1010,1010,1010,120,1.93587,3.2244632473599296e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1010,1010,1010,120,2.21866,9.818614238624517e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1006,1006,1006,119,1.91497,3.287047127973526e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1006,1006,1006,119,2.19999,9.98514851920068e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,1002,1002,1002,118,1.83635,3.456825048583386e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,1002,1002,1002,118,2.10939,0.00010502273088669462
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,998,998,998,117,1.84698,3.4663053098553213e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,998,998,998,117,2.13317,0.00010473958963765215
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,998,998,998,116,1.8557,3.4797585445031435e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,998,998,998,116,2.14505,0.00010505743375485984
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,994,994,994,115,1.86789,3.4871106598540506e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,994,994,994,115,2.13826,0.00010630748528161258
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,990,990,990,114,1.84536,3.5606469407576256e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,990,990,990,114,2.11694,0.00010832003625226017
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,990,990,990,113,1.86147,3.561068944892777e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,990,990,990,113,2.13571,0.00010831820948810499
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,986,986,986,112,1.80896,3.6971568904627125e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,986,986,986,112,2.08805,0.00011177978770349643
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,982,982,982,111,1.82197,3.703826770617113e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,982,982,982,111,2.09375,0.00011247976334543499
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,978,978,978,110,1.76487,3.8584196518208657e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,978,978,978,110,2.03407,0.00011683248587583248
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,978,978,978,109,1.77232,3.877450217120689e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,978,978,978,109,2.04333,0.00011737002249925098
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,974,974,974,108,1.75968,3.9414626312528206e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,974,974,974,108,2.04463,0.00011838146574015656
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,970,970,970,107,1.78552,3.920724892625327e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,970,970,970,107,2.05386,0.00011895085897527256
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,966,966,966,106,1.80894,3.906473112263598e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,966,966,966,106,2.08176,0.00011846380348703492
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,966,966,966,105,1.79804,3.9675848092790984e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,966,966,966,105,2.07381,0.0001200504890814032
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,962,962,962,104,1.74092,4.137163771940212e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,962,962,962,104,2.02696,0.00012400627996150357
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,958,958,958,103,1.7333,4.1956949508177626e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,958,958,958,103,2.02146,0.0001255508971262624
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,954,954,954,102,1.73556,4.2313121288986687e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,954,954,954,102,2.02034,0.000126852071297648
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,954,954,954,101,1.73117,4.2840425496017485e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,954,954,954,101,2.01823,0.00012824196557291182
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,950,950,950,100,1.72287,4.3477279191117156e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,950,950,950,100,1.99455,0.00013106214434333558
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,946,946,946,99,1.67188,4.5255833691606594e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,946,946,946,99,1.93637,0.00013636366244597112
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,942,942,942,98,1.66813,4.582040233980688e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,942,942,942,98,1.94114,0.00013741662010941183
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,938,938,938,97,1.71058,4.514396937531167e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,938,938,938,97,1.98587,0.00013570618689079584
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,938,938,938,96,1.71038,4.561955286739399e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,938,938,938,96,1.98923,0.00013688818454041682
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,934,934,934,95,1.69258,4.6584566320739876e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,934,934,934,95,1.98084,0.0001389150163832675
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,930,930,930,94,1.64885,4.832878363320923e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,930,930,930,94,1.91113,0.00014551377702241662
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,926,926,926,93,1.62948,4.942912060341963e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,926,926,926,93,1.90639,0.00014744413341728416
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,922,922,922,92,1.5972,5.09762328640338e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,922,922,922,92,1.86658,0.00015222562351885593
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,918,918,918,91,1.5197,5.4164608833293444e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,918,918,918,91,1.78547,0.0001608897020189285
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,918,918,918,90,1.51252,5.502641654692537e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,918,918,918,90,1.77808,0.00016335347990841556
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,914,914,914,89,1.52661,5.5131112638570784e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,914,914,914,89,1.78056,0.00016495883380711435
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,910,910,910,88,1.49385,5.6980361908065494e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,910,910,910,88,1.74062,0.00017066149888075407
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,906,906,906,87,1.47741,5.827665018317627e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,906,906,906,87,1.73356,0.00017332614063996407
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,902,902,902,86,1.39045,6.26413399710818e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,902,902,902,86,1.62808,0.00018670158486012344
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,898,898,898,85,1.36598,6.451364803377536e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,898,898,898,85,1.60218,0.00019195170110136706
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,894,894,894,84,1.33553,6.677008556973814e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,894,894,894,84,1.57425,0.00019768294804026106
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,890,890,890,83,1.31151,6.881215646491541e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,890,890,890,83,1.55218,0.00020290933218371302
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,890,890,890,82,1.30803,6.983663573017923e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,890,890,890,82,1.54863,0.00020585464760906693
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,886,886,886,81,1.31083,7.05478001262606e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,886,886,886,81,1.55229,0.00020790470534611986
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,882,882,882,80,1.29787,7.21429149298466e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,882,882,882,80,1.52989,0.00021358561726660087
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,878,878,878,79,1.27838,7.416991956394178e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,878,878,878,79,1.51658,0.00021818745742210448
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,874,874,874,78,1.2347,7.77783661763576e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,874,874,874,78,1.47073,0.00022787393038900793
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,870,870,870,77,1.26441,7.693717217526741e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,870,870,870,77,1.50144,0.00022611193686960948
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,866,866,866,76,1.22424,8.050719759111561e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,866,866,866,76,1.44647,0.00023779305918255442
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,862,862,862,75,1.23113,8.112406217594135e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,862,862,862,75,1.4565,0.0002393042682229088
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,858,858,858,74,1.17682,8.601478469002816e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,858,858,858,74,1.39561,0.00025311996672190424
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,854,854,854,73,1.16837,8.782367567226605e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,854,854,854,73,1.40032,0.00025572432759009294
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,850,850,850,72,1.11331,9.344719300504302e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,850,850,850,72,1.33653,0.000271650800539041
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,846,846,846,71,1.11488,9.46299026940056e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,846,846,846,71,1.32914,0.0002770085157256191
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,842,842,842,70,1.07758,9.93041285632091e-05
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,842,842,842,70,1.28032,0.00029167931231477846
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,838,838,838,69,1.08007,0.0001005110645673395
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,838,838,838,69,1.27026,0.00029825002162058804
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,834,834,834,68,1.05619,0.00010429509953367348
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,834,834,834,68,1.2338,0.00031157924346590643
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,830,830,830,67,1.01231,0.0001104400354029951
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,830,830,830,67,1.17607,0.0003317525139698127
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,826,826,826,66,0.984096,0.00011532765588772322
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,826,826,826,66,1.13332,0.0003494827211870942
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,822,822,822,65,0.971256,0.00011865001447768505
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,822,822,822,65,1.11049,0.0003621547521987868
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,818,818,818,64,0.961738,0.00012169650804065141
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,818,818,818,64,1.07137,0.0003812437579921036
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,814,814,814,63,0.944665,0.00012586254016814057
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,814,814,814,63,1.07186,0.00038711819448109636
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,810,810,810,62,0.955914,0.00012638756746034718
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,810,810,810,62,1.08106,0.0003900144601206821
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,806,806,806,61,0.92537,0.00013269960070911823
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,806,806,806,61,1.05193,0.0004073854568332088
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,802,802,802,60,0.904744,0.0001379869148989475
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,802,802,802,60,1.02697,0.00042424153902580734
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,798,798,798,59,0.915299,0.00013870747543624765
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,798,798,798,59,1.04232,0.0004250784755259129
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,790,790,790,58,0.846347,0.00015259433615371672
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,790,790,790,58,0.967693,0.000465754011397958
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,786,786,786,57,0.862012,0.00015244974405452573
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,786,786,786,57,0.987187,0.00046456652598516723
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,782,782,782,56,0.832292,0.00016071304130212542
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,782,782,782,56,0.953942,0.0004893416700685906
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,778,778,778,55,0.831729,0.00016374586171479148
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,778,778,778,55,0.957257,0.0004965133805142288
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,774,774,774,54,0.814773,0.0001702489641400234
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,774,774,774,54,0.937005,0.0005166382170773824
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,770,770,770,53,0.798509,0.00017699425984423752
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,770,770,770,53,0.924397,0.0005335655731188436
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,762,762,762,52,0.786453,0.0001831634224510849
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,762,762,762,52,0.899629,0.0005587987253207027
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,758,758,758,51,0.742285,0.00019786729028422703
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,758,758,758,51,0.857665,0.0005976326741221577
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,754,754,754,50,0.718184,0.00020859751818475485
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,754,754,754,50,0.828548,0.0006310074974533763
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,750,750,750,49,0.69235,0.00022079696036716122
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,750,750,750,49,0.803742,0.000663757519102358
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,742,742,742,48,0.686692,0.00022725405519019687
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,742,742,742,48,0.795441,0.0006846568968241097
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,738,738,738,47,0.655807,0.0002430194093494489
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,738,738,738,47,0.763769,0.0007282195131796422
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,734,734,734,46,0.605484,0.0002689393580356699
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,734,734,734,46,0.713571,0.0007963925225319587
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,726,726,726,45,0.54129,0.0003075192800737333
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,726,726,726,45,0.63618,0.0009131238189052015
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,722,722,722,44,0.530145,0.00032112012236789423
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,722,722,722,44,0.613815,0.0009679034177457969
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,718,718,718,43,0.456452,0.0003816377238473737
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,718,718,718,43,0.535318,0.0011356431738856897
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,710,710,710,42,0.488881,0.00036480637366128926
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,710,710,710,42,0.56875,0.0010943380429094716
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,706,706,706,41,0.461422,0.00039594303970832056
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,706,706,706,41,0.541509,0.001177423396201464
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,698,698,698,40,0.475026,0.00039421894801547705
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,698,698,698,40,0.5538,0.0011800740339472735
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,694,694,694,39,0.424889,0.0004520378203151822
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,694,694,694,39,0.5022,0.0013346914601394888
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,686,686,686,38,0.395183,0.0004988075477889857
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,686,686,686,38,0.47374,0.0014521067518714463
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,682,682,682,37,0.405875,0.0004987935641215592
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,682,682,682,37,0.48295,0.0014629123377441007
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,674,674,674,36,0.372935,0.0005579293680906562
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,674,674,674,36,0.446813,0.0016251516605132101
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,670,670,670,35,0.388765,0.0005505029663531586
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,670,670,670,35,0.455285,0.0016404795112637453
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,662,662,662,34,0.348279,0.0006325701014213926
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,662,662,662,34,0.411859,0.0018667867915390236
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,658,658,658,33,0.340291,0.0006670378284966975
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,658,658,658,33,0.402756,0.001966827347454824
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,650,650,650,32,0.323224,0.000724204615065713
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,650,650,650,32,0.376677,0.0021687181590593534
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,642,642,642,31,0.334375,0.000722635634609587
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,642,642,642,31,0.386414,0.002182265819861933
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,634,634,634,30,0.297144,0.0008402850694163997
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,634,634,634,30,0.348346,0.0025014401390188686
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,630,630,630,29,0.302831,0.0008529361830241267
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,630,630,630,29,0.354387,0.0025435859472933498
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,622,622,622,28,0.290701,0.0009202595008027394
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,622,622,622,28,0.339442,0.0027504172814711877
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,614,614,614,27,0.267822,0.001035869041820756
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,614,614,614,27,0.315078,0.0030728428680681773
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,606,606,606,26,0.25532,0.0011283833861579437
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,606,606,606,26,0.300845,0.003341996964958956
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,598,598,598,25,0.250167,0.0011976911423169324
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,598,598,598,25,0.295173,0.0035424649273476908
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,590,590,590,24,0.236751,0.001318292566170083
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,overall,590,590,590,24,0.281383,0.0038709102303029442
gauss3,e_efficiency_by_threads_weak,weak,linear_stencil_firsttouch,apply,582,582,582,23,0.238051,0.001368097409890062
